n,execution_time
497,0.00799703598022461
498,0.001996755599975586
499,0.002996683120727539
500,0.0020046234130859375
501,0.0029914379119873047
502,0.0030031204223632812
503,0.0019979476928710938
504,0.0030014514923095703
505,0.003009319305419922
506,0.0030007362365722656
507,0.003999948501586914
508,0.00099945068359375
509,0.0019996166229248047
510,0.0030031204223632812
511,0.0019998550415039062
512,0.003999948501586914
513,0.0019998550415039062
514,0.0029938220977783203
515,0.0030167102813720703
516,0.002000570297241211
517,0.003004312515258789
518,0.0019989013671875
519,0.0029964447021484375
520,0.001989603042602539
521,0.0029997825622558594
522,0.002002239227294922
523,0.0030045509338378906
524,0.011001110076904297
525,0.004010438919067383
526,0.002000093460083008
527,0.001995563507080078
528,0.003008127212524414
529,0.0019943714141845703
530,0.002004384994506836
531,0.001993894577026367
532,0.0020036697387695312
533,0.001992464065551758
534,0.004002571105957031
535,0.001995086669921875
536,0.0020034313201904297
537,0.002005338668823242
538,0.002992391586303711
539,0.0019981861114501953
540,0.0030007362365722656
541,0.001994609832763672
542,0.0020017623901367188
543,0.0019958019256591797
544,0.00500178337097168
545,0.0009992122650146484
546,0.0030002593994140625
547,0.003005504608154297
548,0.0009984970092773438
549,0.00299835205078125
550,0.003001689910888672
551,0.0019981861114501953
552,0.0030040740966796875
553,0.0009999275207519531
554,0.003000497817993164
555,0.0009996891021728516
556,0.00500035285949707
557,0.002000093460083008
558,0.0039975643157958984
559,0.0019998550415039062
560,0.003996372222900391
561,0.002007722854614258
562,0.002000093460083008
563,0.0029916763305664062
564,0.0020084381103515625
565,0.0019998550415039062
566,0.0040035247802734375
567,0.0019965171813964844
568,0.002997159957885742
569,0.002000093460083008
570,0.0029935836791992188
571,0.0030019283294677734
572,0.0019996166229248047
573,0.002997159957885742
574,0.002000570297241211
575,0.002999544143676758
576,0.0040035247802734375
577,0.004999876022338867
578,0.0020024776458740234
579,0.0019996166229248047
580,0.0030007362365722656
581,0.0009996891021728516
582,0.004002809524536133
583,0.001997709274291992
584,0.003994464874267578
585,0.001999378204345703
586,0.002992868423461914
587,0.002003192901611328
588,0.02200460433959961
589,0.0019996166229248047
590,0.0019991397857666016
591,0.010000228881835938
592,0.002990245819091797
593,0.0029981136322021484
594,0.003004312515258789
595,0.0019941329956054688
596,0.004002094268798828
597,0.0020003318786621094
598,0.0039997100830078125
599,0.0029997825622558594
600,0.002997875213623047
601,0.004000425338745117
602,0.00500178337097168
603,0.05599808692932129
604,0.0020003318786621094
605,0.0010001659393310547
606,0.0019998550415039062
607,0.007998943328857422
608,0.0070171356201171875
609,0.0040018558502197266
610,0.0029997825622558594
611,0.003996372222900391
612,0.004008054733276367
613,0.007000923156738281
614,0.0020024776458740234
615,0.002000093460083008
616,0.0040051937103271484
617,0.001999378204345703
618,0.003009319305419922
619,0.003002643585205078
620,0.003005504608154297
621,0.002000570297241211
622,0.003996372222900391
623,0.003007173538208008
624,0.0019996166229248047
625,0.0029990673065185547
626,0.0020008087158203125
627,0.002998828887939453
628,0.00599980354309082
629,0.010003328323364258
630,0.0019998550415039062
631,0.004999399185180664
632,0.002996683120727539
633,0.0049991607666015625
634,0.003000497817993164
635,0.0039997100830078125
636,0.003003835678100586
637,0.0029976367950439453
638,0.003989458084106445
639,0.0029964447021484375
640,0.003010272979736328
641,0.0009996891021728516
642,0.0029892921447753906
643,0.00099945068359375
644,0.002996683120727539
645,0.0010006427764892578
646,0.0029931068420410156
647,0.0020003318786621094
648,0.002994060516357422
649,0.002009153366088867
650,0.0019981861114501953
651,0.004000425338745117
652,0.0009894371032714844
653,0.0039997100830078125
654,0.0020151138305664062
655,0.00200653076171875
656,0.0039958953857421875
657,0.0019998550415039062
658,0.004002571105957031
659,0.0040056705474853516
660,0.0019998550415039062
661,0.0019991397857666016
662,0.0030107498168945312
663,0.0009987354278564453
664,0.004000425338745117
665,0.0019998550415039062
666,0.003004312515258789
667,0.0029997825622558594
668,0.005000114440917969
669,0.003990650177001953
670,0.003000974655151367
671,0.003000020980834961
672,0.0049991607666015625
673,0.005002737045288086
674,0.004003763198852539
675,0.002001523971557617
676,0.0029952526092529297
677,0.002000570297241211
678,0.0029997825622558594
679,0.0029997825622558594
680,0.003002643585205078
681,0.0010004043579101562
682,0.0030014514923095703
683,0.001999378204345703
684,0.0030028820037841797
685,0.002000093460083008
686,0.0039904117584228516
687,0.0020036697387695312
688,0.0019905567169189453
689,0.004002094268798828
690,0.002001047134399414
691,0.0030078887939453125
692,0.0019979476928710938
693,0.003003835678100586
694,0.002002239227294922
695,0.0019996166229248047
696,0.002000570297241211
697,0.002000093460083008
698,0.003995180130004883
699,0.0019996166229248047
700,0.003009319305419922
701,0.0019884109497070312
702,0.003000974655151367
703,0.003003358840942383
704,0.003006458282470703
705,0.0019998550415039062
706,0.003006458282470703
707,0.003000020980834961
708,0.0019991397857666016
709,0.017996549606323242
710,0.003993988037109375
711,0.009992361068725586
712,0.0069997310638427734
713,0.0020020008087158203
714,0.001996755599975586
715,0.003006458282470703
716,0.004998683929443359
717,0.0040056705474853516
718,0.0019943714141845703
719,0.004999876022338867
720,0.003000497817993164
721,0.001998424530029297
722,0.002000570297241211
723,0.0029926300048828125
724,0.0019927024841308594
725,0.0020003318786621094
726,0.0019996166229248047
727,0.003000497817993164
728,0.0019996166229248047
729,0.002000570297241211
730,0.003997325897216797
731,0.004000186920166016
732,0.001999378204345703
733,0.001998424530029297
734,0.004000425338745117
735,0.001997232437133789
736,0.001996278762817383
737,0.004000425338745117
738,0.003002643585205078
739,0.0020029544830322266
740,0.003008604049682617
741,0.0019991397857666016
742,0.0039997100830078125
743,0.002999544143676758
744,0.003000497817993164
745,0.0020020008087158203
746,0.0030057430267333984
747,0.05699777603149414
748,0.004000425338745117
749,0.002000570297241211
750,0.008999109268188477
751,0.007999420166015625
752,0.007001161575317383
753,0.003998994827270508
754,0.0030050277709960938
755,0.001992464065551758
756,0.004000663757324219
757,0.0030014514923095703
758,0.0039997100830078125
759,0.001999378204345703
760,0.005005836486816406
761,0.004003286361694336
762,0.0040018558502197266
763,0.0029969215393066406
764,0.0029985904693603516
765,0.003000020980834961
766,0.0030007362365722656
767,0.004009723663330078
768,0.005005359649658203
769,0.00399470329284668
770,0.0030062198638916016
771,0.002000093460083008
772,0.004000425338745117
773,0.003000974655151367
774,0.0030002593994140625
775,0.0029952526092529297
776,0.003007173538208008
777,0.0030105113983154297
778,0.002003192901611328
779,0.004004001617431641
780,0.0019998550415039062
781,0.0030014514923095703
782,0.0029942989349365234
783,0.004002809524536133
784,0.0019969940185546875
785,0.002000570297241211
786,0.0029985904693603516
787,0.0029997825622558594
788,0.0030090808868408203
789,0.003999233245849609
790,0.0020008087158203125
791,0.003997325897216797
792,0.003998517990112305
793,0.004007101058959961
794,0.0030014514923095703
795,0.003984212875366211
796,0.003996372222900391
797,0.0039997100830078125
798,0.0030057430267333984
799,0.003002166748046875
800,0.0029976367950439453
801,0.004003763198852539
802,0.001997709274291992
803,0.00299835205078125
804,0.0030019283294677734
805,0.003006458282470703
806,0.0030031204223632812
807,0.0029993057250976562
808,0.003986358642578125
809,0.0030019283294677734
810,0.003995418548583984
811,0.028006553649902344
812,0.0019996166229248047
813,0.003999471664428711
814,0.003006458282470703
815,0.003000974655151367
816,0.0019960403442382812
817,0.002999544143676758
818,0.001998424530029297
819,0.0019931793212890625
820,0.0019996166229248047
821,0.002997159957885742
822,0.002000570297241211
823,0.003999948501586914
824,0.0030014514923095703
825,0.0040018558502197266
826,0.002995729446411133
827,0.0019969940185546875
828,0.003009796142578125
829,0.0019996166229248047
830,0.003999233245849609
831,0.0030012130737304688
832,0.0019996166229248047
833,0.003004789352416992
834,0.0050084590911865234
835,0.003999233245849609
836,0.003992557525634766
837,0.003014087677001953
838,0.001996278762817383
839,0.0020029544830322266
840,0.001989126205444336
841,0.005001544952392578
842,0.005002021789550781
843,0.004003763198852539
844,0.0020020008087158203
845,0.01600360870361328
846,0.026999711990356445
847,0.002001523971557617
848,0.001998424530029297
849,0.0030014514923095703
850,0.037003278732299805
851,0.00699925422668457
852,0.0049936771392822266
853,0.003996372222900391
854,0.002992391586303711
855,0.0019986629486083984
856,0.003999948501586914
857,0.003002643585205078
858,0.0019996166229248047
859,0.005000591278076172
860,0.0030028820037841797
861,0.002999544143676758
862,0.002007007598876953
863,0.003003835678100586
864,0.002002239227294922
865,0.003004312515258789
866,0.002001047134399414
867,0.002996206283569336
868,0.0019998550415039062
869,0.001998424530029297
870,0.004015445709228516
871,0.0020012855529785156
872,0.0039997100830078125
873,0.0030028820037841797
874,0.002000093460083008
875,0.0029816627502441406
876,0.0030028820037841797
877,0.0020003318786621094
878,0.002001047134399414
879,0.0029935836791992188
880,0.002000570297241211
881,0.003999471664428711
882,0.0009984970092773438
883,0.00398707389831543
884,0.003001689910888672
885,0.0030066967010498047
886,0.0029976367950439453
887,0.002994537353515625
888,0.001985788345336914
889,0.003006458282470703
890,0.0029993057250976562
891,0.0030074119567871094
892,0.002992868423461914
893,0.002000093460083008
894,0.021999835968017578
895,0.0030014514923095703
896,0.008000850677490234
897,0.003999948501586914
898,0.002000093460083008
899,0.0020046234130859375
900,0.0019910335540771484
901,0.0030019283294677734
902,0.0019941329956054688
903,0.003009319305419922
904,0.001996755599975586
905,0.003007650375366211
906,0.001998424530029297
907,0.0030057430267333984
908,0.001997232437133789
909,0.0030057430267333984
910,0.002001047134399414
911,0.003002643585205078
912,0.002000570297241211
913,0.004002571105957031
914,0.0019981861114501953
915,0.003008127212524414
916,0.0020112991333007812
917,0.003006458282470703
918,0.002000093460083008
919,0.003001689910888672
920,0.0020003318786621094
921,0.002994537353515625
922,0.004004001617431641
923,0.002000093460083008
924,0.0030007362365722656
925,0.002999544143676758
926,0.001999378204345703
927,0.002992391586303711
928,0.002000093460083008
929,0.005002260208129883
930,0.004001140594482422
931,0.0030040740966796875
932,0.0029981136322021484
933,0.0019989013671875
934,0.004000186920166016
935,0.003001689910888672
936,0.0019953250885009766
937,0.003002643585205078
938,0.0019991397857666016
939,0.003002643585205078
940,0.002000093460083008
941,0.0020012855529785156
942,0.0030183792114257812
943,0.002001047134399414
944,0.002998828887939453
945,0.002000093460083008
946,0.0029876232147216797
947,0.0030031204223632812
948,0.0020041465759277344
949,0.002998828887939453
950,0.0020034313201904297
951,0.0020008087158203125
952,0.0029914379119873047
953,0.0020074844360351562
954,0.0030019283294677734
955,0.037000179290771484
956,0.0020003318786621094
957,0.004997968673706055
958,0.003006458282470703
959,0.002000093460083008
960,0.009000062942504883
961,0.02299952507019043
962,0.004000663757324219
963,0.02001047134399414
964,0.003996372222900391
965,0.002000093460083008
966,0.004001617431640625
967,0.004004240036010742
968,0.004996776580810547
969,0.0029997825622558594
970,0.004999399185180664
971,0.006000041961669922
972,0.004005908966064453
973,0.003996133804321289
974,0.004000186920166016
975,0.003991365432739258
976,0.0019996166229248047
977,0.005007028579711914
978,0.002000570297241211
979,0.0049991607666015625
980,0.003991127014160156
981,0.004998207092285156
982,0.004999876022338867
983,0.0029954910278320312
984,0.0019996166229248047
985,0.0040013790130615234
986,0.001996278762817383
987,0.0030074119567871094
988,0.0020062923431396484
989,0.00499272346496582
990,0.0030045509338378906
991,0.003004312515258789
992,0.0030062198638916016
993,0.004000186920166016
994,0.0019998550415039062
995,0.0020101070404052734
996,0.002995014190673828
997,0.005002021789550781
998,0.003003835678100586
999,0.001996278762817383
1000,0.0020020008087158203
